Company,Customer ID,Cliente,Pagador,Loan ID,True Payment Date,True Devolution,True Total Payment,True Payment Currency,True Principal Payment,True Interest Payment,True Fee Payment,True Other Payment,True Tax Payment,True Fee Tax Payment,True Rabates,True Outstanding Loan Value,True Payment Status,payment_efficiency
Abaco Technologies,CLIAB001136,"EMPRESA EJEMPLO 137, S.A. DE C.V.","PAGADOR EJEMPLO 137, S.A. DE C.V.",DSB5446-163,2025-10-15,3.13,101755.5,USD,94251.38,8063.77,2847.83,,1017.56,370.22,0,4209.08,On Time,0.9262534211909922
Abaco Financial,CLIAB001137,"EMPRESA EJEMPLO 138, S.A. DE C.V.","PAGADOR EJEMPLO 138, S.A. DE C.V.",DSB7364-755,2025-04-23,29.69,27174.96,USD,24917.44,2466.15,756.01,,271.75,98.28,0,17.58,Prepayment,0.9169264646571696
Abaco Financial,CLIAB001137,"EMPRESA EJEMPLO 138, S.A. DE C.V.","PAGADOR EJEMPLO 138, S.A. DE C.V.",DSB7364-755,2025-04-09,10.19,31450.96,USD,29137.96,1696.9,1051.25,,314.51,136.66,0,446.11,On Time,0.926456934859858
Abaco Financial,CLIAB001137,"EMPRESA EJEMPLO 138, S.A. DE C.V.","PAGADOR EJEMPLO 138, S.A. DE C.V.",DSB7364-755,2025-02-04,27.42,31917.56,USD,30011.66,2707.81,730.89,,319.18,95.02,0,8968.46,On Time,0.9402867888397484
Abaco Financial,CLIAB001138,"EMPRESA EJEMPLO 139, S.A. DE C.V.","PAGADOR EJEMPLO 139, S.A. DE C.V.",DSB6030-518,2025-04-18,45.33,2497.56,USD,2195.14,181.23,58.72,,24.98,7.63,0,2385.39,On Time,0.8789138198882108
Abaco Financial,CLIAB001138,"EMPRESA EJEMPLO 139, S.A. DE C.V.","PAGADOR EJEMPLO 139, S.A. DE C.V.",DSB6030-518,2025-02-06,35.87,2539.61,USD,2207.35,187.24,78.33,,25.4,10.18,0,1479.78,On Time,0.8691688881363673
Abaco Technologies,CLIAB001139,"EMPRESA EJEMPLO 140, S.A. DE C.V.","PAGADOR EJEMPLO 140, S.A. DE C.V.",DSB6558-423,2025-10-04,72.61,1195.07,USD,1082.04,94.88,57.41,,11.95,7.46,0,1490.91,Late,0.9054197662061637
Abaco Technologies,CLIAB001139,"EMPRESA EJEMPLO 140, S.A. DE C.V.","PAGADOR EJEMPLO 140, S.A. DE C.V.",DSB6558-423,2025-10-24,77.32,1514.35,USD,1367.12,117.93,74.73,,15.14,9.72,0,172.63,On Time,0.9027767689107538
Abaco Technologies,CLIAB001139,"EMPRESA EJEMPLO 140, S.A. DE C.V.","PAGADOR EJEMPLO 140, S.A. DE C.V.",DSB6558-423,2025-06-14,87.73,1261.99,USD,1129.15,76.38,51.35,,12.62,6.68,0,471.69,On Time,0.8947376762097957
Abaco Technologies,CLIAB001140,"EMPRESA EJEMPLO 141, S.A. DE C.V.","PAGADOR EJEMPLO 141, S.A. DE C.V.",DSB4218-877,2025-05-03,73.1,2931.19,USD,2545.57,219.48,82.89,,29.31,10.78,0,138.19,On Time,0.8684425096974266
Abaco Technologies,CLIAB001140,"EMPRESA EJEMPLO 141, S.A. DE C.V.","PAGADOR EJEMPLO 141, S.A. DE C.V.",DSB4218-877,2025-04-07,94.53,2879.01,USD,2588.03,185.13,120.01,,28.79,15.6,0,1653.97,On Time,0.8989305351492354
Abaco Technologies,CLIAB001141,"EMPRESA EJEMPLO 142, S.A. DE C.V.","PAGADOR EJEMPLO 142, S.A. DE C.V.",DSB6939-024,2025-04-29,26.75,18289.01,USD,16330.04,1087.27,520.39,,182.89,67.65,0,6796.38,On Time,0.8928881333653381
Abaco Technologies,CLIAB001141,"EMPRESA EJEMPLO 142, S.A. DE C.V.","PAGADOR EJEMPLO 142, S.A. DE C.V.",DSB6939-024,2025-02-22,32.15,13767.83,USD,11872.95,1089.91,578.84,,137.68,75.25,0,453.58,On Time,0.8623690153059705
Abaco Technologies,CLIAB001141,"EMPRESA EJEMPLO 142, S.A. DE C.V.","PAGADOR EJEMPLO 142, S.A. DE C.V.",DSB6939-024,2025-01-22,72.86,18896.99,USD,16995.09,1373.41,399.51,,188.97,51.94,0,6912.37,On Time,0.8993543416173686
Abaco Technologies,CLIAB001142,"EMPRESA EJEMPLO 143, S.A. DE C.V.","PAGADOR EJEMPLO 143, S.A. DE C.V.",DSB7881-537,2025-01-23,72.75,63401.8,USD,59199.28,5913.15,2414.68,,634.02,313.91,0,1768.85,On Time,0.9337160774615231
Abaco Technologies,CLIAB001143,"EMPRESA EJEMPLO 144, S.A. DE C.V.","PAGADOR EJEMPLO 144, S.A. DE C.V.",DSB7851-506,2025-03-30,63.84,114104.58,USD,99213.89,7493.69,4406.34,,1141.05,572.82,0,1824.7,On Time,0.8694996291998095
Abaco Financial,CLIAB001144,"EMPRESA EJEMPLO 145, S.A. DE C.V.","PAGADOR EJEMPLO 145, S.A. DE C.V.",DSB5990-501,2025-08-27,99.36,2153.58,USD,1851.06,110.64,69.15,,21.54,8.99,0,356.75,On Time,0.8595269272560109
Abaco Financial,CLIAB001144,"EMPRESA EJEMPLO 145, S.A. DE C.V.","PAGADOR EJEMPLO 145, S.A. DE C.V.",DSB5990-501,2025-09-13,20.29,1698.0,USD,1566.37,127.8,68.6,,16.98,8.92,0,1521.02,Prepayment,0.9224793875147231
Abaco Financial,CLIAB001144,"EMPRESA EJEMPLO 145, S.A. DE C.V.","PAGADOR EJEMPLO 145, S.A. DE C.V.",DSB5990-501,2025-06-13,72.99,2082.58,USD,1872.96,200.26,42.64,,20.83,5.54,0,1812.97,On Time,0.899346003514871
Abaco Financial,CLIAB001144,"EMPRESA EJEMPLO 145, S.A. DE C.V.","PAGADOR EJEMPLO 145, S.A. DE C.V.",DSB5990-501,2025-11-23,30.26,1914.15,USD,1666.21,149.93,75.58,,19.14,9.83,0,938.32,On Time,0.8704699213750229
Abaco Financial,CLIAB001144,"EMPRESA EJEMPLO 145, S.A. DE C.V.","PAGADOR EJEMPLO 145, S.A. DE C.V.",DSB5990-501,2025-08-21,88.24,1851.12,USD,1602.98,174.52,37.58,,18.51,4.89,0,1166.18,On Time,0.8659514240027659
Abaco Financial,CLIAB001145,"EMPRESA EJEMPLO 146, S.A. DE C.V.","PAGADOR EJEMPLO 146, S.A. DE C.V.",DSB6293-726,2026-01-31,8.98,13608.88,USD,11895.61,691.12,419.19,,136.09,54.5,0,1625.3,On Time,0.8741064657782273
Abaco Financial,CLIAB001145,"EMPRESA EJEMPLO 146, S.A. DE C.V.","PAGADOR EJEMPLO 146, S.A. DE C.V.",DSB6293-726,2026-02-05,63.87,11965.38,USD,10408.7,1196.45,240.09,,119.65,31.21,0,893.83,Late,0.8699013320095142
Abaco Financial,CLIAB001145,"EMPRESA EJEMPLO 146, S.A. DE C.V.","PAGADOR EJEMPLO 146, S.A. DE C.V.",DSB6293-726,2026-03-09,89.4,11923.75,USD,11273.98,960.41,238.93,,119.24,31.06,0,3301.55,On Time,0.945506237551106
Abaco Technologies,CLIAB001146,"EMPRESA EJEMPLO 147, S.A. DE C.V.","PAGADOR EJEMPLO 147, S.A. DE C.V.",DSB9526-934,2025-08-06,24.35,8971.91,USD,8237.82,847.29,365.83,,89.72,47.56,0,1398.57,On Time,0.918179072237684
Abaco Technologies,CLIAB001146,"EMPRESA EJEMPLO 147, S.A. DE C.V.","PAGADOR EJEMPLO 147, S.A. DE C.V.",DSB9526-934,2025-07-28,78.06,7295.87,USD,6581.02,571.17,149.27,,72.96,19.4,0,542.83,On Time,0.9020199098942279
Abaco Technologies,CLIAB001146,"EMPRESA EJEMPLO 147, S.A. DE C.V.","PAGADOR EJEMPLO 147, S.A. DE C.V.",DSB9526-934,2025-08-24,95.59,9037.62,USD,8024.76,473.22,228.59,,90.38,29.72,0,105.69,On Time,0.8879284590412077
Abaco Technologies,CLIAB001147,"EMPRESA EJEMPLO 148, S.A. DE C.V.","PAGADOR EJEMPLO 148, S.A. DE C.V.",DSB6335-635,2025-10-29,35.42,47864.83,USD,42522.02,4719.66,1185.84,,478.65,154.16,0,14918.4,On Time,0.888377123662614
Abaco Technologies,CLIAB001147,"EMPRESA EJEMPLO 148, S.A. DE C.V.","PAGADOR EJEMPLO 148, S.A. DE C.V.",DSB6335-635,2025-10-04,50.03,51016.08,USD,44463.13,3114.71,2136.37,,510.16,277.73,0,14764.56,On Time,0.8715512834384765
Abaco Technologies,CLIAB001148,"EMPRESA EJEMPLO 149, S.A. DE C.V.","PAGADOR EJEMPLO 149, S.A. DE C.V.",DSB3396-646,2025-02-12,32.77,6218.77,USD,5632.24,588.26,177.95,,62.19,23.13,0,20.17,On Time,0.905683921418544
Abaco Financial,CLIAB001149,"EMPRESA EJEMPLO 150, S.A. DE C.V.","PAGADOR EJEMPLO 150, S.A. DE C.V.",DSB9326-146,2025-04-01,47.3,45543.71,USD,41777.75,4533.3,2117.09,,455.44,275.22,0,8961.9,On Time,0.9173110842309509
Abaco Technologies,CLIAB001150,"EMPRESA EJEMPLO 151, S.A. DE C.V.","PAGADOR EJEMPLO 151, S.A. DE C.V.",DSB4763-118,2025-06-22,67.09,53174.81,USD,47011.57,5050.31,2564.43,,531.75,333.38,0,4746.93,On Time,0.8840947433568639
Abaco Technologies,CLIAB001150,"EMPRESA EJEMPLO 151, S.A. DE C.V.","PAGADOR EJEMPLO 151, S.A. DE C.V.",DSB4763-118,2025-07-30,60.68,52654.55,USD,49819.7,4673.31,2035.53,,526.55,264.62,0,6068.97,On Time,0.9461613478797178
Abaco Financial,CLIAB001151,"EMPRESA EJEMPLO 152, S.A. DE C.V.","PAGADOR EJEMPLO 152, S.A. DE C.V.",DSB3166-553,2025-10-26,53.55,38985.87,USD,34870.68,2225.35,899.59,,389.86,116.95,0,318.46,On Time,0.8944440639647133
Abaco Financial,CLIAB001151,"EMPRESA EJEMPLO 152, S.A. DE C.V.","PAGADOR EJEMPLO 152, S.A. DE C.V.",DSB3166-553,2026-01-12,69.83,44883.76,USD,42479.93,3855.22,2234.26,,448.84,290.45,0,1098.89,On Time,0.9464432124224886
Abaco Financial,CLIAB001152,"EMPRESA EJEMPLO 153, S.A. DE C.V.","PAGADOR EJEMPLO 153, S.A. DE C.V.",DSB6051-354,2025-06-30,56.56,47505.29,USD,40482.59,3874.5,1183.29,,475.05,153.83,0,17921.93,On Time,0.8521701477877516
Abaco Financial,CLIAB001152,"EMPRESA EJEMPLO 153, S.A. DE C.V.","PAGADOR EJEMPLO 153, S.A. DE C.V.",DSB6051-354,2025-10-19,48.38,41524.36,USD,37791.7,3838.11,1937.5,,415.24,251.87,0,25906.73,On Time,0.9101091503878687
Abaco Technologies,CLIAB001153,"EMPRESA EJEMPLO 154, S.A. DE C.V.","PAGADOR EJEMPLO 154, S.A. DE C.V.",DSB2661-062,2025-09-14,70.78,67501.14,USD,59499.32,3659.81,2737.18,,675.01,355.83,0,8576.99,On Time,0.8814565205861709
Abaco Financial,CLIAB001154,"EMPRESA EJEMPLO 155, S.A. DE C.V.","PAGADOR EJEMPLO 155, S.A. DE C.V.",DSB3926-680,2026-01-12,97.89,23196.63,USD,21300.53,2170.61,629.2,,231.97,81.8,0,4791.49,On Time,0.9182596782377439
Abaco Financial,CLIAB001154,"EMPRESA EJEMPLO 155, S.A. DE C.V.","PAGADOR EJEMPLO 155, S.A. DE C.V.",DSB3926-680,2026-03-29,76.24,24259.52,USD,20849.6,1365.45,786.81,,242.6,102.29,0,11165.1,On Time,0.8594399229663241
Abaco Financial,CLIAB001155,"EMPRESA EJEMPLO 156, S.A. DE C.V.","PAGADOR EJEMPLO 156, S.A. DE C.V.",DSB1559-120,2026-04-01,86.82,51920.63,USD,47431.71,4687.82,2323.84,,519.21,302.1,0,7382.29,On Time,0.9135426515433268
Abaco Financial,CLIAB001156,"EMPRESA EJEMPLO 157, S.A. DE C.V.","PAGADOR EJEMPLO 157, S.A. DE C.V.",DSB3691-720,2025-06-14,44.75,21148.32,USD,18290.78,1877.84,706.43,,211.48,91.84,0,5995.74,Late,0.8648809929110208
Abaco Financial,CLIAB001156,"EMPRESA EJEMPLO 157, S.A. DE C.V.","PAGADOR EJEMPLO 157, S.A. DE C.V.",DSB3691-720,2025-11-06,54.16,24315.97,USD,21176.92,2247.38,1147.24,,243.16,149.14,0,3951.59,On Time,0.8709058285562944
Abaco Technologies,CLIAB001157,"EMPRESA EJEMPLO 158, S.A. DE C.V.","PAGADOR EJEMPLO 158, S.A. DE C.V.",DSB8052-557,2025-05-23,67.75,36188.28,USD,32987.26,2158.07,1382.09,,361.88,179.67,0,715.65,On Time,0.9115453953600449
Abaco Technologies,CLIAB001157,"EMPRESA EJEMPLO 158, S.A. DE C.V.","PAGADOR EJEMPLO 158, S.A. DE C.V.",DSB8052-557,2025-03-06,17.37,32037.2,USD,30268.01,1687.88,742.86,,320.37,96.57,0,939.43,On Time,0.9447770092267738
Abaco Technologies,CLIAB001157,"EMPRESA EJEMPLO 158, S.A. DE C.V.","PAGADOR EJEMPLO 158, S.A. DE C.V.",DSB8052-557,2025-06-08,26.61,35891.97,USD,33138.62,2706.89,1785.8,,358.92,232.15,0,1134.1,On Time,0.9232878551943513
Abaco Technologies,CLIAB001158,"EMPRESA EJEMPLO 159, S.A. DE C.V.","PAGADOR EJEMPLO 159, S.A. DE C.V.",DSB7108-811,2025-06-02,91.87,26955.8,USD,24425.83,2492.12,897.88,,269.56,116.72,0,9246.96,On Time,0.906143761268447
Abaco Technologies,CLIAB001158,"EMPRESA EJEMPLO 159, S.A. DE C.V.","PAGADOR EJEMPLO 159, S.A. DE C.V.",DSB7108-811,2025-03-16,52.27,30854.54,USD,28025.38,3024.08,1228.32,,308.55,159.68,0,495.38,On Time,0.9083065247448188
Abaco Technologies,CLIAB001158,"EMPRESA EJEMPLO 159, S.A. DE C.V.","PAGADOR EJEMPLO 159, S.A. DE C.V.",DSB7108-811,2025-04-12,18.95,25370.17,USD,23462.6,1532.71,663.6,,253.7,86.27,0,2637.67,On Time,0.9248105156567733
Abaco Financial,CLIAB001159,"EMPRESA EJEMPLO 160, S.A. DE C.V.","PAGADOR EJEMPLO 160, S.A. DE C.V.",DSB3179-243,2025-10-15,10.29,471.29,USD,407.07,31.49,17.72,,4.71,2.3,0,377.78,On Time,0.8637357041312143
Abaco Financial,CLIAB001159,"EMPRESA EJEMPLO 160, S.A. DE C.V.","PAGADOR EJEMPLO 160, S.A. DE C.V.",DSB3179-243,2025-07-22,25.21,454.47,USD,408.7,26.83,19.11,,4.54,2.48,0,253.95,On Time,0.8992892820208154
Abaco Financial,CLIAB001159,"EMPRESA EJEMPLO 160, S.A. DE C.V.","PAGADOR EJEMPLO 160, S.A. DE C.V.",DSB3179-243,2025-06-20,87.42,427.29,USD,391.65,29.45,20.78,,4.27,2.7,0,366.3,On Time,0.9165906059116758
Abaco Financial,CLIAB001159,"EMPRESA EJEMPLO 160, S.A. DE C.V.","PAGADOR EJEMPLO 160, S.A. DE C.V.",DSB3179-243,2025-11-02,99.95,367.64,USD,336.64,22.03,8.94,,3.68,1.16,0,322.02,On Time,0.9156783810249157
Abaco Financial,CLIAB001160,"EMPRESA EJEMPLO 161, S.A. DE C.V.","PAGADOR EJEMPLO 161, S.A. DE C.V.",DSB8151-056,2025-05-22,6.25,22814.66,USD,19467.42,1710.15,867.37,,228.15,112.76,0,7701.23,On Time,0.8532855628793065
Abaco Financial,CLIAB001160,"EMPRESA EJEMPLO 161, S.A. DE C.V.","PAGADOR EJEMPLO 161, S.A. DE C.V.",DSB8151-056,2025-06-18,94.82,29246.44,USD,27731.17,2472.94,1359.84,,292.46,176.78,0,5197.53,On Time,0.9481895916220914
Abaco Financial,CLIAB001161,"EMPRESA EJEMPLO 162, S.A. DE C.V.","PAGADOR EJEMPLO 162, S.A. DE C.V.",DSB2353-457,2025-08-18,79.65,11061.67,USD,10205.83,674.59,370.26,,110.62,48.13,0,3635.93,On Time,0.922630127277346
Abaco Financial,CLIAB001161,"EMPRESA EJEMPLO 162, S.A. DE C.V.","PAGADOR EJEMPLO 162, S.A. DE C.V.",DSB2353-457,2025-05-21,72.76,10337.78,USD,9430.13,796.05,439.24,,103.38,57.1,0,4186.31,On Time,0.912200685253507
Abaco Technologies,CLIAB001162,"EMPRESA EJEMPLO 163, S.A. DE C.V.","PAGADOR EJEMPLO 163, S.A. DE C.V.",DSB7510-652,2025-02-22,27.7,3478.85,USD,3128.32,319.49,86.66,,34.79,11.27,0,170.54,On Time,0.89923969127729
Abaco Technologies,CLIAB001162,"EMPRESA EJEMPLO 163, S.A. DE C.V.","PAGADOR EJEMPLO 163, S.A. DE C.V.",DSB7510-652,2025-02-18,41.13,3432.39,USD,3050.94,247.77,160.43,,34.32,20.86,0,376.41,On Time,0.8888675237953729
Abaco Financial,CLIAB001163,"EMPRESA EJEMPLO 164, S.A. DE C.V.","PAGADOR EJEMPLO 164, S.A. DE C.V.",DSB4494-487,2025-07-30,34.89,12002.64,USD,10546.44,935.98,340.64,,120.03,44.28,0,10183.56,On Time,0.8786766911279519
Abaco Financial,CLIAB001163,"EMPRESA EJEMPLO 164, S.A. DE C.V.","PAGADOR EJEMPLO 164, S.A. DE C.V.",DSB4494-487,2026-01-11,63.06,12976.57,USD,11069.6,707.79,592.25,,129.77,76.99,0,8242.83,On Time,0.8530451421292375
Abaco Financial,CLIAB001163,"EMPRESA EJEMPLO 164, S.A. DE C.V.","PAGADOR EJEMPLO 164, S.A. DE C.V.",DSB4494-487,2025-09-28,95.98,11454.9,USD,10581.14,932.04,391.2,,114.55,50.86,0,7458.75,Late,0.9237217260735581
Abaco Financial,CLIAB001163,"EMPRESA EJEMPLO 164, S.A. DE C.V.","PAGADOR EJEMPLO 164, S.A. DE C.V.",DSB4494-487,2025-08-25,85.84,12324.88,USD,11382.6,665.55,379.41,,123.25,49.32,0,2565.87,On Time,0.9235465172886066
Abaco Financial,CLIAB001164,"EMPRESA EJEMPLO 165, S.A. DE C.V.","PAGADOR EJEMPLO 165, S.A. DE C.V.",DSB1849-568,2025-01-22,71.46,90415.19,USD,84700.65,6779.71,1974.7,,904.15,256.71,0,10871.94,Prepayment,0.936796682061941
Abaco Technologies,CLIAB001165,"EMPRESA EJEMPLO 166, S.A. DE C.V.","PAGADOR EJEMPLO 166, S.A. DE C.V.",DSB9047-683,2025-03-19,74.36,10247.93,USD,9424.36,856.71,278.95,,102.48,36.26,0,847.36,On Time,0.9196354776037697
Abaco Technologies,CLIAB001165,"EMPRESA EJEMPLO 166, S.A. DE C.V.","PAGADOR EJEMPLO 166, S.A. DE C.V.",DSB9047-683,2025-03-13,28.52,8543.36,USD,7513.55,537.68,177.5,,85.43,23.08,0,625.65,On Time,0.879460774215297
Abaco Financial,CLIAB001166,"EMPRESA EJEMPLO 167, S.A. DE C.V.","PAGADOR EJEMPLO 167, S.A. DE C.V.",DSB2780-973,2025-10-25,11.67,27858.96,USD,25564.7,1657.51,1241.46,,278.59,161.39,0,27503.8,On Time,0.9176473206465712
Abaco Financial,CLIAB001166,"EMPRESA EJEMPLO 167, S.A. DE C.V.","PAGADOR EJEMPLO 167, S.A. DE C.V.",DSB2780-973,2026-03-10,63.68,31848.21,USD,28821.88,2312.74,798.84,,318.48,103.85,0,40868.63,Late,0.904976449225875
Abaco Financial,CLIAB001166,"EMPRESA EJEMPLO 167, S.A. DE C.V.","PAGADOR EJEMPLO 167, S.A. DE C.V.",DSB2780-973,2026-02-16,66.21,23878.9,USD,21195.46,2299.04,837.94,,238.79,108.93,0,38262.04,Late,0.8876229642068939
Abaco Technologies,CLIAB001167,"EMPRESA EJEMPLO 168, S.A. DE C.V.","PAGADOR EJEMPLO 168, S.A. DE C.V.",DSB1372-614,2025-06-05,17.72,41464.67,USD,36434.95,2591.31,1272.45,,414.65,165.42,0,5309.76,On Time,0.8786986608117223
Abaco Technologies,CLIAB001167,"EMPRESA EJEMPLO 168, S.A. DE C.V.","PAGADOR EJEMPLO 168, S.A. DE C.V.",DSB1372-614,2025-09-15,76.91,37863.56,USD,33661.93,3614.19,790.35,,378.64,102.75,0,6889.35,On Time,0.8890323572321251
Abaco Financial,CLIAB001168,"EMPRESA EJEMPLO 169, S.A. DE C.V.","PAGADOR EJEMPLO 169, S.A. DE C.V.",DSB3715-976,2025-10-29,89.96,43822.2,USD,39329.2,2757.28,1952.62,,438.22,253.84,0,29526.44,On Time,0.8974720575416113
Abaco Financial,CLIAB001168,"EMPRESA EJEMPLO 169, S.A. DE C.V.","PAGADOR EJEMPLO 169, S.A. DE C.V.",DSB3715-976,2025-11-20,53.04,36286.12,USD,33040.13,1917.89,1458.15,,362.86,189.56,0,25027.36,On Time,0.9105445828873409
Abaco Financial,CLIAB001169,"EMPRESA EJEMPLO 170, S.A. DE C.V.","PAGADOR EJEMPLO 170, S.A. DE C.V.",DSB2551-564,2025-07-02,76.72,71830.08,USD,64823.06,5932.69,3116.31,,718.3,405.12,0,34538.53,On Time,0.902450059919187
Abaco Technologies,CLIAB001170,"EMPRESA EJEMPLO 171, S.A. DE C.V.","PAGADOR EJEMPLO 171, S.A. DE C.V.",DSB2296-250,2025-10-08,54.93,90808.47,USD,83936.94,6529.64,4044.03,,908.08,525.72,0,25125.39,Late,0.9243294155269878
Abaco Financial,CLIAB001171,"EMPRESA EJEMPLO 172, S.A. DE C.V.","PAGADOR EJEMPLO 172, S.A. DE C.V.",DSB7069-241,2025-01-10,67.77,22921.75,USD,20881.0,1439.34,738.36,,229.22,95.99,0,2603.3,On Time,0.9109688396392073
Abaco Financial,CLIAB001172,"EMPRESA EJEMPLO 173, S.A. DE C.V.","PAGADOR EJEMPLO 173, S.A. DE C.V.",DSB8076-064,2025-05-31,89.22,15792.86,USD,13839.41,1361.65,405.67,,157.93,52.74,0,2656.38,On Time,0.8763080278049701
Abaco Financial,CLIAB001173,"EMPRESA EJEMPLO 174, S.A. DE C.V.","PAGADOR EJEMPLO 174, S.A. DE C.V.",DSB6194-590,2025-08-01,72.94,2545.36,USD,2296.21,146.33,55.91,,25.45,7.27,0,687.24,On Time,0.9021160071659804
Abaco Financial,CLIAB001173,"EMPRESA EJEMPLO 174, S.A. DE C.V.","PAGADOR EJEMPLO 174, S.A. DE C.V.",DSB6194-590,2025-05-23,7.28,2764.69,USD,2457.28,248.26,80.65,,27.65,10.48,0,1145.12,On Time,0.8888085101765478
Abaco Financial,CLIAB001174,"EMPRESA EJEMPLO 175, S.A. DE C.V.","PAGADOR EJEMPLO 175, S.A. DE C.V.",DSB9878-396,2025-06-07,52.32,16931.33,USD,15798.01,1330.24,647.19,,169.31,84.13,0,2389.53,On Time,0.9330637345087479
Abaco Financial,CLIAB001174,"EMPRESA EJEMPLO 175, S.A. DE C.V.","PAGADOR EJEMPLO 175, S.A. DE C.V.",DSB9878-396,2025-02-02,51.7,18750.68,USD,17580.2,1642.88,384.94,,187.51,50.04,0,1447.08,On Time,0.9375766638863231
Abaco Financial,CLIAB001174,"EMPRESA EJEMPLO 175, S.A. DE C.V.","PAGADOR EJEMPLO 175, S.A. DE C.V.",DSB9878-396,2025-03-22,80.3,19052.26,USD,17493.26,1150.56,837.7,,190.52,108.9,0,1134.72,On Time,0.9181724372856553
Abaco Financial,CLIAB001175,"EMPRESA EJEMPLO 176, S.A. DE C.V.","PAGADOR EJEMPLO 176, S.A. DE C.V.",DSB5315-048,2025-03-02,2.49,16848.02,USD,15348.62,1164.61,490.88,,168.48,63.81,0,48.45,On Time,0.9110043791495974
Abaco Financial,CLIAB001175,"EMPRESA EJEMPLO 176, S.A. DE C.V.","PAGADOR EJEMPLO 176, S.A. DE C.V.",DSB5315-048,2024-12-06,24.45,17187.55,USD,16072.53,1545.58,481.51,,171.88,62.6,0,2813.72,On Time,0.9351262978144065
Abaco Financial,CLIAB001176,"EMPRESA EJEMPLO 177, S.A. DE C.V.","PAGADOR EJEMPLO 177, S.A. DE C.V.",DSB1901-947,2025-09-19,24.36,35076.87,USD,29859.46,2023.87,1443.79,,350.77,187.69,0,11472.21,On Time,0.8512578231752148
Abaco Financial,CLIAB001176,"EMPRESA EJEMPLO 177, S.A. DE C.V.","PAGADOR EJEMPLO 177, S.A. DE C.V.",DSB1901-947,2025-09-06,57.51,47530.47,USD,44625.67,4148.78,1000.74,,475.3,130.1,0,19256.97,On Time,0.9388855191206819
Abaco Technologies,CLIAB001177,"EMPRESA EJEMPLO 178, S.A. DE C.V.","PAGADOR EJEMPLO 178, S.A. DE C.V.",DSB9985-538,2026-02-06,70.88,16636.13,USD,14833.84,960.74,664.34,,166.36,86.36,0,3378.55,Late,0.8916641069768029
Abaco Technologies,CLIAB001177,"EMPRESA EJEMPLO 178, S.A. DE C.V.","PAGADOR EJEMPLO 178, S.A. DE C.V.",DSB9985-538,2026-01-27,63.93,20200.72,USD,17459.17,1781.96,882.76,,202.01,114.76,0,16210.23,On Time,0.8642845403530169
Abaco Technologies,CLIAB001177,"EMPRESA EJEMPLO 178, S.A. DE C.V.","PAGADOR EJEMPLO 178, S.A. DE C.V.",DSB9985-538,2026-01-23,72.49,23843.09,USD,21301.15,2083.41,1191.98,,238.43,154.96,0,2168.74,On Time,0.8933888183117206
Abaco Financial,CLIAB001178,"EMPRESA EJEMPLO 179, S.A. DE C.V.","PAGADOR EJEMPLO 179, S.A. DE C.V.",DSB7566-488,2025-09-14,46.52,58019.88,USD,50335.61,3416.09,2753.33,,580.2,357.93,0,63.03,On Time,0.8675579818503589
Abaco Financial,CLIAB001179,"EMPRESA EJEMPLO 180, S.A. DE C.V.","PAGADOR EJEMPLO 180, S.A. DE C.V.",DSB6019-759,2025-05-03,61.07,20493.7,USD,18534.56,1598.3,729.65,,204.94,94.85,0,499.31,On Time,0.9044028164753071
Abaco Financial,CLIAB001180,"EMPRESA EJEMPLO 181, S.A. DE C.V.","PAGADOR EJEMPLO 181, S.A. DE C.V.",DSB3399-986,2025-06-15,31.27,50824.0,USD,47300.77,2939.96,1039.39,,508.24,135.12,0,15941.46,On Time,0.9306778293719502
Abaco Financial,CLIAB001180,"EMPRESA EJEMPLO 181, S.A. DE C.V.","PAGADOR EJEMPLO 181, S.A. DE C.V.",DSB3399-986,2025-05-22,40.0,47363.08,USD,42874.58,3786.4,1337.17,,473.63,173.83,0,21096.65,Late,0.9052320921696816
Abaco Financial,CLIAB001181,"EMPRESA EJEMPLO 182, S.A. DE C.V.","PAGADOR EJEMPLO 182, S.A. DE C.V.",DSB2773-736,2025-08-22,25.47,20456.53,USD,17606.01,1726.9,568.57,,204.57,73.91,0,24512.25,On Time,0.8606547640288944
Abaco Financial,CLIAB001181,"EMPRESA EJEMPLO 182, S.A. DE C.V.","PAGADOR EJEMPLO 182, S.A. DE C.V.",DSB2773-736,2025-12-24,36.52,20678.94,USD,17781.17,1633.43,803.09,,206.79,104.4,0,13147.92,On Time,0.8598685425848713
Abaco Financial,CLIAB001181,"EMPRESA EJEMPLO 182, S.A. DE C.V.","PAGADOR EJEMPLO 182, S.A. DE C.V.",DSB2773-736,2026-01-21,17.97,27129.32,USD,25658.67,2474.56,1002.3,,271.29,130.3,0,2449.85,On Time,0.9457911219300741
Abaco Technologies,CLIAB001182,"EMPRESA EJEMPLO 183, S.A. DE C.V.","PAGADOR EJEMPLO 183, S.A. DE C.V.",DSB3712-574,2025-04-02,80.02,2754.41,USD,2599.0,220.02,121.97,,27.54,15.86,0,2820.3,On Time,0.9435777534934887
Abaco Technologies,CLIAB001182,"EMPRESA EJEMPLO 183, S.A. DE C.V.","PAGADOR EJEMPLO 183, S.A. DE C.V.",DSB3712-574,2025-05-18,12.44,2984.97,USD,2607.1,158.19,106.05,,29.85,13.79,0,2911.27,On Time,0.8734091129894103
